id,label
18213,0
18214,1
18215,0
18216,1
18217,1
18218,1
18219,0
18220,1
18221,1
18222,1
18223,1
18224,1
18225,1
18226,1
18227,1
18228,1
18229,1
18230,1
18231,1
18232,1
18233,0
18234,1
18235,0
18236,0
18237,0
18238,1
18239,1
18240,1
18241,1
18242,0
18243,0
18244,0
18245,1
18246,0
18247,1
18248,0
18249,0
18250,0
18251,0
18252,0
18253,0
18254,0
18255,0
18256,0
18257,1
18258,1
18259,0
18260,0
18261,0
18262,0
18263,0
18264,0
18265,0
18266,1
18267,1
18268,1
18269,1
18270,1
18271,1
18272,1
18273,1
18274,0
18275,1
18276,1
18277,1
18278,1
18279,1
18280,0
18281,1
18282,0
18283,1
18284,1
18285,1
18286,1
18287,1
18288,1
18289,1
18290,1
18291,1
18292,0
18293,1
18294,0
18295,0
18296,0
18297,0
18298,0
18299,1
18300,0
18301,0
18302,1
18303,1
18304,1
18305,1
18306,1
18307,1
18308,1
18309,1
18310,0
18311,1
18312,1
18313,0
18314,0
18315,0
18316,1
18317,1
18318,1
18319,1
18320,0
18321,1
18322,0
18323,0
18324,0
18325,1
18326,0
18327,1
18328,1
18329,1
18330,1
18331,1
18332,1
18333,1
18334,1
18335,1
18336,1
18337,1
18338,0
18339,1
18340,1
18341,1
18342,1
18343,1
18344,1
18345,0
18346,1
18347,1
18348,1
18349,1
18350,1
18351,0
18352,1
18353,0
18354,1
18355,0
18356,0
18357,0
18358,1
18359,1
18360,1
18361,1
18362,1
18363,1
18364,1
18365,1
18366,0
18367,1
18368,1
18369,0
18370,1
18371,0
18372,1
18373,1
18374,1
18375,0
18376,0
18377,0
18378,0
18379,0
18380,0
18381,0
18382,0
18383,1
18384,0
18385,0
18386,0
18387,1
18388,0
18389,0
18390,1
18391,0
18392,0
18393,0
18394,0
18395,1
18396,0
18397,0
18398,0
18399,1
18400,1
18401,0
18402,1
18403,1
18404,1
18405,0
18406,0
18407,0
18408,0
18409,0
18410,0
18411,0
18412,0
18413,1
18414,0
18415,1
18416,0
18417,0
18418,0
18419,0
18420,0
18421,1
18422,1
18423,0
18424,0
18425,1
18426,0
18427,0
18428,1
18429,0
18430,0
18431,0
18432,0
18433,0
18434,0
18435,0
18436,1
18437,0
18438,0
18439,0
18440,1
18441,0
18442,1
18443,0
18444,0
18445,1
18446,0
18447,0
18448,0
18449,1
18450,0
18451,0
18452,0
18453,0
18454,0
18455,0
18456,0
18457,0
18458,1
18459,0
18460,0
18461,0
18462,1
18463,0
18464,0
18465,1
18466,0
18467,0
18468,0
18469,0
18470,0
18471,0
18472,0
18473,0
18474,0
18475,1
18476,0
18477,0
18478,1
18479,1
18480,0
18481,0
18482,0
18483,0
18484,0
18485,1
18486,1
18487,1
18488,0
18489,0
18490,1
18491,1
18492,0
18493,0
18494,0
18495,0
18496,1
18497,0
18498,0
18499,0
18500,1
18501,1
18502,1
18503,0
18504,1
18505,0
18506,0
18507,0
18508,0
18509,0
18510,0
18511,1
18512,0
18513,0
18514,1
18515,0
18516,1
18517,1
18518,1
18519,1
18520,0
18521,0
18522,0
18523,0
18524,1
18525,0
18526,0
18527,0
18528,0
18529,0
18530,0
18531,0
18532,1
18533,0
18534,1
18535,1
18536,1
18537,0
18538,0
18539,1
18540,1
18541,0
18542,1
18543,0
18544,0
18545,1
18546,0
18547,0
18548,0
18549,0
18550,0
18551,0
18552,0
18553,1
18554,1
18555,1
18556,0
18557,1
18558,0
18559,0
18560,0
18561,1
18562,1
18563,1
18564,0
18565,0
18566,0
18567,0
18568,0
18569,0
18570,0
18571,0
18572,0
18573,0
18574,0
18575,0
18576,0
18577,0
18578,0
18579,0
18580,0
18581,0
18582,0
18583,0
18584,0
18585,0
18586,0
18587,0
18588,0
18589,0
18590,0
18591,1
18592,0
18593,1
18594,0
18595,0
18596,1
18597,0
18598,0
18599,0
18600,0
18601,0
18602,1
18603,0
18604,0
18605,0
18606,0
18607,1
18608,0
18609,1
18610,0
18611,0
18612,1
18613,0
18614,1
18615,0
18616,1
18617,1
18618,1
18619,0
18620,0
18621,0
18622,0
18623,0
18624,0
18625,0
18626,0
18627,0
18628,0
18629,0
18630,0
18631,0
18632,0
18633,0
18634,1
18635,0
18636,0
18637,1
18638,0
18639,0
18640,0
18641,0
18642,0
18643,1
18644,0
18645,1
18646,0
18647,1
18648,0
18649,0
18650,1
18651,0
18652,0
18653,0
18654,0
18655,1
18656,1
18657,1
18658,1
18659,1
18660,0
18661,1
18662,1
18663,1
18664,0
18665,1
18666,1
18667,1
18668,1
18669,0
18670,0
18671,0
18672,0
18673,1
18674,1
18675,0
18676,1
18677,1
18678,1
18679,1
18680,1
18681,0
18682,0
18683,1
18684,1
18685,1
18686,1
18687,1
18688,0
18689,1
18690,1
18691,1
18692,1
18693,1
18694,1
18695,0
18696,0
18697,1
18698,0
18699,1
18700,1
18701,1
18702,1
18703,1
18704,1
18705,1
18706,1
18707,0
18708,1
18709,1
18710,1
18711,1
18712,0
18713,1
18714,0
18715,0
18716,0
18717,0
18718,1
18719,1
18720,0
18721,1
18722,1
18723,1
18724,1
18725,1
18726,0
18727,1
18728,0
18729,1
18730,1
18731,1
18732,0
18733,0
18734,1
18735,1
18736,0
18737,1
18738,1
18739,1
18740,1
18741,1
18742,1
18743,0
18744,1
18745,1
18746,1
18747,1
18748,0
18749,1
18750,1
18751,1
18752,1
18753,0
18754,0
18755,1
18756,1
18757,1
18758,0
18759,1
18760,1
18761,1
18762,0
18763,1
18764,1
18765,1
18766,1
18767,1
18768,1
18769,1
18770,1
18771,1
18772,1
18773,1
18774,1
18775,1
18776,1
18777,0
18778,1
18779,0
18780,1
18781,1
18782,1
18783,1
18784,1
18785,1
18786,1
18787,1
18788,1
18789,0
18790,0
18791,1
18792,1
18793,0
18794,0
18795,0
18796,1
18797,1
18798,0
18799,0
18800,0
18801,1
18802,0
18803,1
18804,1
18805,0
18806,0
18807,1
18808,0
18809,1
18810,0
18811,0
18812,0
18813,0
18814,0
18815,0
18816,1
18817,0
18818,0
18819,0
18820,1
18821,0
18822,0
18823,1
18824,1
18825,0
18826,0
18827,1
18828,1
18829,0
18830,1
18831,1
18832,0
18833,1
18834,0
18835,1
18836,1
18837,1
18838,1
18839,1
18840,1
18841,0
18842,1
18843,1
18844,1
18845,1
18846,0
18847,1
18848,1
18849,0
18850,1
18851,1
18852,1
18853,0
18854,1
18855,1
18856,0
18857,0
18858,1
18859,1
18860,1
18861,1
18862,0
18863,1
18864,0
18865,0
18866,1
18867,1
18868,1
18869,1
18870,1
18871,0
18872,1
18873,1
18874,1
18875,1
18876,1
18877,1
18878,1
18879,1
18880,1
18881,0
18882,1
18883,0
18884,1
18885,1
18886,1
18887,1
18888,1
18889,1
18890,1
18891,1
18892,1
18893,0
18894,1
18895,0
18896,0
18897,0
18898,0
18899,1
18900,0
18901,1
18902,1
18903,1
18904,1
18905,1
18906,0
18907,1
18908,0
18909,1
18910,1
18911,0
18912,0
18913,1
18914,0
18915,1
18916,1
18917,0
18918,0
18919,1
18920,1
18921,0
18922,1
18923,0
18924,1
18925,1
18926,1
18927,1
18928,1
18929,0
18930,1
18931,0
18932,1
18933,0
18934,0
18935,1
18936,1
18937,0
18938,0
18939,1
18940,1
18941,0
18942,1
18943,1
18944,0
18945,0
18946,1
18947,1
18948,0
18949,1
18950,1
18951,1
18952,1
18953,1
18954,1
18955,1
18956,1
18957,1
18958,0
18959,1
18960,1
18961,1
18962,1
18963,0
18964,1
18965,0
18966,1
18967,1
18968,1
18969,1
18970,1
18971,1
18972,0
18973,1
18974,1
18975,1
18976,1
18977,1
18978,1
18979,1
18980,1
18981,0
18982,1
18983,1
18984,1
18985,1
18986,0
18987,1
18988,1
18989,1
18990,0
18991,1
18992,0
18993,0
18994,0
18995,0
18996,0
18997,1
18998,0
18999,0
19000,0
19001,0
19002,1
19003,1
19004,0
19005,1
19006,1
19007,0
19008,0
19009,1
19010,1
19011,1
19012,1
19013,1
19014,1
19015,1
19016,0
19017,1
19018,1
19019,0
19020,1
19021,1
19022,1
19023,0
19024,0
19025,1
19026,1
19027,0
19028,1
19029,1
19030,1
19031,0
19032,1
19033,0
19034,1
19035,1
19036,1
19037,0
19038,0
19039,0
19040,0
19041,1
19042,0
19043,1
19044,0
19045,0
19046,1
19047,0
19048,1
19049,1
19050,1
19051,0
19052,0
19053,0
19054,0
19055,1
19056,0
19057,1
19058,1
19059,1
19060,1
19061,0
19062,1
19063,1
19064,0
19065,1
19066,0
19067,1
19068,1
19069,1
19070,0
19071,1
19072,1
19073,1
19074,0
19075,0
19076,1
19077,1
19078,1
19079,1
19080,1
19081,0
19082,1
19083,1
19084,1
19085,1
19086,1
19087,0
19088,0
19089,0
19090,0
19091,0
19092,0
19093,1
19094,1
19095,0
19096,1
19097,1
19098,1
19099,1
19100,1
19101,1
19102,1
19103,1
19104,0
19105,0
19106,1
19107,0
19108,0
19109,1
19110,0
19111,1
19112,1
19113,1
19114,1
19115,1
19116,1
19117,1
19118,1
19119,0
19120,1
19121,1
19122,0
19123,0
19124,1
19125,1
19126,1
19127,0
19128,0
19129,0
19130,1
19131,0
19132,1
19133,1
19134,1
19135,0
19136,1
19137,1
19138,1
19139,1
19140,0
19141,1
19142,0
19143,0
19144,1
19145,0
19146,1
19147,1
19148,1
19149,1
19150,1
19151,0
19152,1
19153,1
19154,0
19155,0
19156,0
19157,1
19158,0
19159,0
19160,0
19161,1
19162,0
19163,1
19164,1
19165,0
19166,1
19167,1
19168,1
19169,1
19170,1
19171,0
19172,1
19173,1
19174,0
19175,1
19176,0
19177,0
19178,1
19179,0
19180,0
19181,0
19182,0
19183,1
19184,0
19185,1
19186,0
19187,0
19188,1
19189,0
19190,1
19191,1
19192,1
19193,1
19194,1
19195,0
19196,1
19197,1
19198,1
19199,0
19200,1
19201,1
19202,1
19203,0
19204,0
19205,0
19206,0
19207,0
19208,1
19209,0
19210,0
19211,0
19212,0
19213,1
19214,1
19215,0
19216,0
19217,1
19218,0
19219,0
19220,1
19221,0
19222,0
19223,0
19224,0
19225,0
19226,0
19227,1
19228,0
19229,0
19230,1
19231,0
19232,0
19233,0
19234,0
19235,1
19236,0
19237,1
19238,1
19239,1
19240,0
19241,1
19242,1
19243,1
19244,0
19245,1
19246,1
19247,1
19248,0
19249,1
19250,1
19251,1
19252,0
19253,1
19254,1
19255,1
19256,1
19257,0
19258,1
19259,1
19260,1
19261,1
19262,1
19263,0
19264,0
19265,1
19266,1
19267,1
19268,1
19269,0
19270,1
19271,1
19272,1
19273,1
19274,1
19275,1
19276,1
19277,1
19278,1
19279,1
19280,1
19281,1
19282,1
19283,0
19284,1
19285,1
19286,1
19287,1
19288,1
19289,1
19290,0
19291,0
19292,1
19293,0
19294,1
19295,1
19296,1
19297,1
19298,1
19299,1
19300,1
19301,1
19302,0
19303,1
19304,1
19305,1
19306,0
19307,0
19308,0
19309,1
19310,1
19311,1
19312,1
19313,1
19314,1
19315,0
19316,1
19317,1
19318,1
19319,0
19320,1
19321,1
19322,1
19323,1
19324,0
19325,1
19326,1
19327,1
19328,0
19329,1
19330,1
19331,1
19332,1
19333,1
19334,1
19335,1
19336,1
19337,0
19338,0
19339,1
19340,1
19341,0
19342,1
19343,1
19344,1
19345,1
19346,1
19347,0
19348,1
19349,1
19350,0
19351,1
19352,1
19353,1
19354,1
19355,1
19356,0
19357,1
19358,0
19359,0
19360,1
19361,1
19362,0
19363,1
19364,0
19365,1
19366,0
19367,1
19368,1
19369,1
19370,0
19371,0
19372,0
19373,1
19374,1
19375,1
19376,1
19377,1
19378,1
19379,0
19380,1
19381,1
19382,1
19383,1
19384,1
19385,0
19386,1
19387,0
19388,0
19389,0
19390,0
19391,0
19392,0
19393,0
19394,0
19395,1
19396,0
19397,1
19398,1
19399,1
19400,1
19401,1
19402,1
19403,1
19404,1
19405,1
19406,0
19407,0
19408,1
19409,0
19410,0
19411,1
19412,1
19413,0
19414,0
19415,1
19416,1
19417,1
19418,1
19419,1
19420,0
19421,0
19422,1
19423,0
19424,1
19425,1
19426,1
19427,1
19428,1
19429,1
19430,1
19431,1
19432,0
19433,1
19434,1
19435,1
19436,1
19437,0
19438,0
19439,0
19440,1
19441,1
19442,0
19443,1
19444,1
19445,1
19446,0
19447,1
19448,1
19449,1
19450,1
19451,1
19452,1
19453,1
19454,1
19455,0
19456,1
19457,1
19458,1
19459,1
19460,1
19461,1
19462,0
19463,1
19464,0
19465,0
19466,0
19467,1
19468,1
19469,1
19470,1
19471,0
19472,1
19473,0
19474,1
19475,0
19476,1
19477,0
19478,0
19479,1
19480,0
19481,1
19482,1
19483,0
19484,0
19485,0
19486,0
19487,1
19488,0
19489,0
19490,1
19491,1
19492,1
19493,0
19494,1
19495,0
19496,0
19497,0
19498,1
19499,0
19500,0
19501,0
19502,0
19503,0
19504,0
19505,0
19506,0
19507,0
19508,0
19509,1
19510,1
19511,0
19512,1
19513,0
19514,0
19515,0
19516,0
19517,1
19518,0
19519,0
19520,0
19521,0
19522,0
19523,0
19524,1
19525,1
19526,0
19527,0
19528,0
19529,0
19530,0
19531,0
19532,0
19533,0
19534,1
19535,1
19536,0
19537,0
19538,0
19539,0
19540,1
19541,1
19542,0
19543,1
19544,0
19545,1
19546,1
19547,1
19548,1
19549,1
19550,0
19551,1
19552,0
19553,1
19554,0
19555,1
19556,1
19557,0
19558,1
19559,0
19560,1
19561,1
19562,0
19563,1
19564,1
19565,1
19566,1
19567,0
19568,1
19569,1
19570,0
19571,1
19572,0
19573,1
19574,1
19575,1
19576,1
19577,0
19578,1
19579,0
19580,0
19581,1
19582,1
19583,1
19584,1
19585,0
19586,1
19587,1
19588,1
19589,1
19590,1
19591,1
19592,1
19593,1
19594,1
19595,1
19596,1
19597,0
19598,0
19599,1
19600,0
19601,1
19602,1
19603,0
19604,1
19605,0
19606,0
19607,0
19608,1
19609,1
19610,1
19611,1
19612,1
19613,1
19614,1
19615,0
19616,0
19617,1
19618,1
19619,1
19620,0
19621,1
19622,1
19623,1
19624,1
19625,1
19626,0
19627,1
19628,1
19629,1
19630,1
19631,0
19632,0
19633,0
19634,1
19635,1
19636,1
19637,1
19638,1
19639,1
19640,0
19641,1
19642,0
19643,1
19644,1
19645,1
19646,1
19647,1
19648,1
19649,1
19650,0
19651,1
19652,0
19653,1
19654,0
19655,0
19656,1
19657,1
19658,1
19659,1
19660,1
19661,1
19662,1
19663,1
19664,1
19665,1
19666,1
19667,1
19668,1
19669,1
19670,0
19671,1
19672,1
19673,1
19674,0
19675,1
19676,1
19677,1
19678,1
19679,1
19680,1
19681,1
19682,0
19683,1
19684,1
19685,1
19686,0
19687,1
19688,0
19689,0
19690,1
19691,1
19692,0
19693,0
19694,1
19695,1
19696,1
19697,0
19698,1
19699,1
19700,1
19701,0
19702,1
19703,1
19704,0
19705,1
19706,1
19707,0
19708,0
19709,1
19710,1
19711,1
19712,0
19713,1
19714,1
19715,1
19716,1
19717,1
19718,0
19719,1
19720,0
19721,1
19722,1
19723,0
19724,1
19725,0
19726,0
19727,0
19728,1
19729,1
19730,0
19731,0
19732,0
19733,0
19734,0
19735,1
19736,0
19737,1
19738,0
19739,1
19740,1
19741,0
19742,1
19743,0
19744,0
19745,1
19746,0
19747,0
19748,1
19749,0
19750,1
19751,1
19752,1
19753,1
19754,1
19755,1
19756,0
19757,1
19758,1
19759,1
19760,1
19761,1
19762,1
19763,1
19764,1
19765,1
19766,1
19767,1
19768,1
19769,0
19770,1
19771,1
19772,1
19773,0
19774,0
19775,1
19776,0
19777,0
19778,1
19779,1
19780,1
19781,0
19782,1
19783,1
19784,1
19785,1
19786,1
19787,1
19788,0
19789,1
19790,0
19791,1
19792,1
19793,1
19794,0
19795,1
19796,1
19797,1
19798,0
19799,1
19800,1
19801,1
19802,1
19803,1
19804,1
19805,1
19806,0
19807,1
19808,1
19809,1
19810,0
19811,1
19812,1
19813,1
19814,0
19815,1
19816,1
19817,1
19818,1
19819,1
19820,1
19821,1
19822,1
19823,1
19824,1
19825,0
19826,1
19827,1
19828,1
19829,1
19830,0
19831,1
19832,1
19833,1
19834,1
19835,1
19836,0
19837,0
19838,1
19839,1
19840,0
19841,0
19842,1
19843,1
19844,0
19845,1
19846,0
19847,0
19848,0
19849,0
19850,1
19851,0
19852,1
19853,1
19854,1
19855,0
19856,1
19857,1
19858,0
19859,1
19860,1
19861,0
19862,1
19863,0
19864,0
19865,1
19866,1
19867,1
19868,1
19869,0
19870,0
19871,1
19872,0
19873,1
19874,0
19875,1
19876,0
19877,1
19878,0
19879,1
19880,0
19881,0
19882,1
19883,0
19884,0
19885,0
19886,1
19887,0
19888,1
19889,0
19890,0
19891,0
19892,1
19893,1
19894,0
19895,0
19896,1
19897,0
19898,0
19899,1
19900,1
19901,1
19902,1
19903,1
19904,0
19905,0
19906,1
19907,1
19908,1
19909,1
19910,0
19911,1
19912,1
19913,1
19914,0
19915,0
19916,0
19917,0
19918,1
19919,1
19920,1
19921,1
19922,1
19923,1
19924,1
19925,1
19926,0
19927,1
19928,1
19929,1
19930,1
19931,0
19932,1
19933,0
19934,1
19935,1
19936,1
19937,1
19938,1
19939,1
19940,0
19941,1
19942,0
19943,1
19944,0
19945,1
19946,0
19947,1
19948,1
19949,1
19950,1
19951,1
19952,1
19953,1
19954,1
19955,1
19956,0
19957,0
19958,1
19959,1
19960,0
19961,1
19962,0
19963,1
19964,1
19965,1
19966,1
19967,1
19968,1
19969,0
19970,1
19971,1
19972,1
19973,1
19974,1
19975,0
19976,1
19977,1
19978,1
19979,1
19980,1
19981,0
19982,1
19983,1
19984,0
19985,1
19986,1
19987,1
19988,1
19989,0
19990,1
19991,0
19992,0
19993,0
19994,0
19995,1
19996,0
19997,1
19998,1
19999,0
20000,0
20001,0
20002,0
20003,1
20004,1
20005,0
20006,0
20007,0
20008,0
20009,1
20010,0
20011,0
20012,0
20013,0
20014,0
20015,0
20016,0
20017,0
20018,0
20019,0
20020,1
20021,0
20022,1
20023,0
20024,0
20025,1
20026,1
20027,0
20028,0
20029,0
20030,1
20031,1
20032,1
20033,1
20034,1
20035,1
20036,1
20037,0
20038,0
20039,1
20040,0
20041,1
20042,0
20043,1
20044,1
20045,1
20046,1
20047,1
20048,1
20049,1
20050,1
20051,1
20052,1
20053,1
20054,0
20055,1
20056,1
20057,1
20058,1
20059,0
20060,0
20061,1
20062,1
20063,1
20064,1
20065,1
20066,0
20067,0
20068,1
20069,0
20070,1
20071,0
20072,0
20073,0
20074,0
20075,0
20076,1
20077,1
20078,1
20079,0
20080,0
20081,0
20082,1
20083,0
20084,1
20085,0
20086,0
20087,1
20088,0
20089,0
20090,0
20091,1
20092,0
20093,0
20094,1
20095,0
20096,1
20097,0
20098,0
20099,0
20100,0
20101,1
20102,0
20103,0
20104,0
20105,0
20106,1
20107,1
20108,1
20109,0
20110,1
20111,1
20112,1
20113,0
20114,0
20115,1
20116,1
20117,1
20118,1
20119,1
20120,0
20121,1
20122,1
20123,1
20124,1
20125,1
20126,1
20127,0
20128,1
20129,1
20130,0
20131,1
20132,1
20133,0
20134,1
20135,1
20136,1
20137,0
20138,0
20139,1
20140,0
20141,1
20142,1
20143,1
20144,1
20145,1
20146,1
20147,0
20148,0
20149,1
20150,1
20151,0
20152,1
20153,1
20154,1
20155,1
20156,1
20157,1
20158,1
20159,0
20160,1
20161,1
20162,0
20163,1
20164,1
20165,1
20166,1
20167,0
20168,1
20169,1
20170,1
20171,0
20172,1
20173,1
20174,1
20175,0
20176,1
20177,1
20178,1
20179,1
20180,1
20181,1
20182,1
20183,1
20184,0
20185,1
20186,1
20187,1
20188,0
20189,0
20190,1
20191,0
20192,1
20193,0
20194,1
20195,1
20196,0
20197,0
20198,1
20199,0
20200,1
20201,1
20202,1
20203,1
20204,1
20205,1
20206,0
20207,1
20208,0
20209,1
20210,0
20211,0
20212,1
20213,0
20214,1
20215,1
20216,1
20217,1
20218,0
20219,0
20220,1
20221,1
20222,0
20223,1
20224,0
20225,0
20226,0
20227,1
20228,1
20229,1
20230,0
20231,1
20232,1
20233,0
20234,1
20235,1
20236,0
20237,0
20238,1
20239,1
20240,0
20241,1
20242,1
20243,1
20244,0
20245,1
20246,0
20247,1
20248,0
20249,1
20250,0
20251,1
20252,1
20253,1
20254,0
20255,1
20256,0
20257,1
20258,1
20259,1
20260,1
20261,1
20262,0
20263,0
20264,1
20265,0
20266,1
20267,1
20268,1
20269,1
20270,0
20271,0
20272,1
20273,1
20274,0
20275,0
20276,1
20277,0
20278,1
20279,1
20280,1
20281,1
20282,0
20283,0
20284,1
20285,1
20286,1
20287,1
20288,1
20289,1
20290,1
20291,1
20292,1
20293,0
20294,1
20295,1
20296,1
20297,1
20298,0
20299,1
20300,1
20301,1
20302,1
20303,0
20304,1
20305,0
20306,1
20307,1
20308,1
20309,1
20310,1
20311,1
20312,1
20313,1
20314,1
20315,1
20316,1
20317,0
20318,1
20319,1
20320,1
20321,1
20322,1
20323,1
20324,0
20325,1
20326,1
20327,1
20328,1
20329,1
20330,1
20331,0
20332,0
20333,1
20334,1
20335,0
20336,1
20337,1
20338,1
20339,1
20340,1
20341,0
20342,1
20343,1
20344,0
20345,0
20346,0
20347,0
20348,0
20349,1
20350,0
20351,1
20352,1
20353,0
20354,1
20355,1
20356,1
20357,1
20358,1
20359,1
20360,1
20361,0
20362,1
20363,0
20364,1
20365,0
20366,0
20367,0
20368,1
20369,0
20370,0
20371,0
20372,1
20373,1
20374,0
20375,1
20376,1
20377,0
20378,0
20379,1
20380,0
20381,0
20382,1
20383,0
20384,0
20385,0
20386,0
20387,0
20388,1
20389,0
20390,0
20391,0
20392,0
20393,0
20394,0
20395,0
20396,0
20397,1
20398,0
20399,0
20400,1
20401,0
20402,0
20403,0
20404,0
20405,0
20406,0
20407,0
20408,1
20409,0
20410,0
20411,0
20412,0
20413,1
20414,0
20415,1
20416,0
20417,1
20418,0
20419,1
20420,0
20421,0
20422,0
20423,0
20424,0
20425,1
20426,1
20427,0
20428,0
20429,0
20430,0
20431,0
20432,1
20433,1
20434,0
20435,0
20436,1
20437,0
20438,0
20439,0
20440,0
20441,1
20442,0
20443,0
20444,0
20445,0
20446,0
20447,0
20448,0
20449,0
20450,0
20451,0
20452,0
20453,1
20454,0
20455,0
20456,0
20457,0
20458,0
20459,0
20460,1
20461,0
20462,1
20463,1
20464,0
20465,0
20466,0
20467,0
20468,0
20469,0
20470,1
20471,0
20472,0
20473,0
20474,1
20475,0
20476,1
20477,0
20478,1
20479,0
20480,0
20481,1
20482,0
20483,1
20484,0
20485,1
20486,1
20487,0
20488,1
20489,1
20490,1
20491,0
20492,1
20493,1
20494,0
20495,0
20496,1
20497,0
20498,0
20499,1
20500,1
20501,1
20502,0
20503,1
20504,0
20505,0
20506,0
20507,1
20508,1
20509,0
20510,1
20511,0
20512,1
20513,1
20514,0
20515,1
20516,1
20517,0
20518,1
20519,1
20520,1
20521,0
20522,1
20523,0
20524,1
20525,1
20526,0
20527,1
20528,1
20529,1
20530,1
20531,1
20532,1
20533,0
20534,1
20535,1
20536,1
20537,1
20538,1
20539,0
20540,0
20541,0
20542,0
20543,0
20544,1
20545,1
20546,1
20547,1
20548,0
20549,0
20550,0
20551,0
20552,1
20553,1
20554,0
20555,0
20556,1
20557,0
20558,1
20559,0
20560,0
20561,1
20562,1
20563,0
20564,0
20565,0
20566,1
20567,1
20568,1
20569,1
20570,1
20571,0
20572,0
20573,1
20574,1
20575,1
20576,0
20577,1
20578,1
20579,0
20580,0
20581,1
20582,1
20583,1
20584,0
20585,1
20586,1
20587,1
20588,1
20589,1
20590,1
20591,0
20592,0
20593,0
20594,1
20595,1
20596,0
20597,1
20598,0
20599,1
20600,1
20601,0
20602,1
20603,1
20604,1
20605,1
20606,0
20607,1
20608,1
20609,0
20610,1
20611,1
20612,1
20613,1
20614,1
20615,0
20616,0
20617,0
20618,1
20619,1
20620,1
20621,1
20622,1
20623,0
20624,1
20625,1
20626,1
20627,1
20628,1
20629,1
20630,0
20631,0
20632,1
20633,1
20634,1
20635,1
20636,0
20637,1
20638,1
20639,1
20640,1
20641,1
20642,0
20643,0
20644,0
20645,1
20646,0
20647,1
20648,0
20649,1
20650,1
20651,0
20652,1
20653,1
20654,1
20655,1
20656,1
20657,0
20658,1
20659,0
20660,1
20661,1
20662,0
20663,1
20664,1
20665,1
20666,0
20667,1
20668,0
20669,1
20670,0
20671,1
20672,0
20673,1
20674,0
20675,1
20676,1
20677,0
20678,1
20679,1
20680,1
20681,0
20682,0
20683,1
20684,1
20685,0
20686,1
20687,1
20688,1
20689,1
20690,1
20691,1
20692,0
20693,1
20694,0
20695,0
20696,1
20697,1
20698,1
20699,1
20700,0
20701,0
20702,0
20703,0
20704,1
20705,0
20706,1
20707,1
20708,1
20709,0
20710,1
20711,1
20712,0
20713,1
20714,0
20715,1
20716,1
20717,0
20718,0
20719,1
20720,1
20721,1
20722,1
20723,1
20724,0
20725,1
20726,1
20727,1
20728,0
20729,1
20730,1
20731,1
20732,1
20733,1
20734,1
20735,1
20736,1
20737,1
20738,1
20739,0
20740,1
20741,1
20742,0
20743,0
20744,1
20745,0
20746,0
20747,0
20748,1
20749,0
20750,0
20751,0
20752,1
20753,0
20754,1
20755,0
20756,0
20757,0
20758,0
20759,0
20760,0
20761,0
20762,0
20763,0
20764,0
20765,0
20766,0
20767,0
20768,0
20769,0
20770,0
20771,1
20772,0
20773,1
20774,0
20775,0
20776,0
20777,1
20778,1
20779,1
20780,1
20781,0
20782,0
20783,0
20784,1
20785,0
20786,1
20787,0
20788,0
20789,0
20790,1
20791,1
20792,1
20793,1
20794,1
20795,1
20796,0
20797,1
20798,0
